,IT_diff,V2_diff,root,Image1,Image2,IT_root_im1,IT_root_im2,IT_im1_im2,V2_root_im1,V2_root_im2,V2_im1_im2,cat_root,cat_im1,cat_im2,concept_root,concept_im1,concept_im2,V2_im2_minus_im1,IT_im2_minus_im1,IT_most_similar,V2_most_similar
20,0.366765211,0.021118453,20_1.jpg,20_2.jpg,20_3.jpg,0.277467951,0.644233162,0.19437639,0.073889939,0.052771487,0.057219787,dip,footbath,mulberry,food,container,fruit,-0.021118452000000003,0.36676521100000004,im2,im1
21,0.365178453,0.022363001,21_1.jpg,21_2.jpg,21_3.jpg,-0.031695841,0.333482612,0.515387759,0.091572204,0.069209203,0.12838001,cordon_bleu,hood,gauze,Unclassified,clothing,Unclassified,-0.022363001000000007,0.365178453,im2,im1
22,0.368157388,0.054232392,22_1.jpg,22_2.jpg,22_3.jpg,0.174827674,0.542985062,0.019359403,0.0989175,0.044685108,0.041595064,router,wetsuit,radar,Unclassified,clothing,Unclassified,-0.054232392000000004,0.368157388,im2,im1
23,0.364761611,0.069679747,23_1.jpg,23_2.jpg,23_3.jpg,0.133512568,0.498274178,0.315795336,0.038027225,0.107706972,0.117776169,riser,shower_cap,bongo,Unclassified,clothing,musical instrument,0.069679747,0.36476161,im2,im2
24,0.360814388,0.080382407,24_1.jpg,24_2.jpg,24_3.jpg,0.415017325,0.775831713,0.350096249,0.050734005,0.131116413,0.070636871,tank2,candy,water_heater,animal,food,container,0.08038240799999999,0.360814388,im2,im2
25,0.374572391,0.103120506,25_1.jpg,25_2.jpg,25_3.jpg,0.413557011,0.788129402,0.300927134,0.026047601,0.129168107,0.04208288,aluminum_foil,stockings,string_cheese,Unclassified,clothing,food,0.103120506,0.37457239100000006,im2,im2
26,0.370995889,0.117451091,26_1.jpg,26_2.jpg,26_3.jpg,0.295108621,0.66610451,0.129631063,0.045508951,0.162960042,0.029388252,cross,ferret,hook1,Unclassified,animal,animal,0.11745109100000001,0.370995889,im2,im2
27,0.36273785,0.121790798,27_1.jpg,27_2.jpg,27_3.jpg,0.180834219,0.543572069,0.414323958,0.144035716,0.022244918,0.009402873,peeler,counter,cigar,Unclassified,furniture,Unclassified,-0.121790798,0.36273785000000003,im2,im1
28,0.355414862,0.138435649,28_1.jpg,28_2.jpg,28_3.jpg,0.467990724,0.823405586,0.329765997,0.148716444,0.010280796,0.041002591,cereal,chip,caviar,Unclassified,Unclassified,Unclassified,-0.138435648,0.355414862,im2,im1
29,0.374386022,0.162402377,29_1.jpg,29_2.jpg,29_3.jpg,0.357121484,0.731507506,0.059841072,0.064787667,0.227190044,0.087534736,spinach,crystal1,parsley,vegetable,animal,food,0.16240237700000001,0.37438602200000004,im2,im2
30,0.481366172,0.017373621,30_1.jpg,30_2.jpg,30_3.jpg,-0.103767157,0.377599015,-0.011083699,0.03423093,0.05160455,0.051691324,knob,hawk,lamb_chop,Unclassified,animal,Unclassified,0.01737362,0.481366172,im2,im2
31,0.494254141,0.025079924,31_1.jpg,31_2.jpg,31_3.jpg,0.018264652,0.512518793,0.27356537,0.078176323,0.0530964,0.033938509,bacon,boot,shoe,Unclassified,Unclassified,Unclassified,-0.025079923000000004,0.49425414100000004,im2,im1
32,0.488355471,0.051716642,32_1.jpg,32_2.jpg,32_3.jpg,-0.208143593,0.280211878,-0.165482853,0.118491897,0.066775255,0.056399722,bandage,anteater,bell_pepper,Unclassified,animal,vegetable,-0.05171664199999999,0.488355471,im2,im1
33,0.478443367,0.054718888,33_1.jpg,33_2.jpg,33_3.jpg,-0.448834501,0.029608866,0.067411606,0.053854177,-0.000864711,0.08673056,jeans,lightning_bug,calzone,clothing,animal,Unclassified,-0.054718888,0.478443367,im2,im1
34,0.495486843,0.077554061,34_1.jpg,34_2.jpg,34_3.jpg,0.112196147,0.60768299,0.018967341,0.031162996,0.108717057,0.001587598,paper_towel,loincloth,paper_plate,Unclassified,clothing,Unclassified,0.07755406100000001,0.495486843,im2,im2
35,0.48599038,0.090439337,35_1.jpg,35_2.jpg,35_3.jpg,0.113937891,0.599928271,0.200518198,0.210657842,0.120218504,0.173556624,nutcracker,footprint,quill,Unclassified,Unclassified,Unclassified,-0.09043933800000001,0.48599038,im2,im1
36,0.492246007,0.102985953,36_1.jpg,36_2.jpg,36_3.jpg,-0.152960886,0.339285122,0.14926685,0.095220538,-0.007765415,0.035902355,nacho,steamroller,notebook,food,vehicle,Unclassified,-0.10298595299999999,0.49224600799999996,im2,im1
37,0.480233675,0.124046633,37_1.jpg,37_2.jpg,37_3.jpg,0.031977617,0.512211291,0.029727645,-0.012100719,0.111945914,0.045729475,lamp,windsock,goblet,furniture,Unclassified,container,0.12404663299999999,0.48023367399999994,im2,im2
38,0.49330048,0.136241098,38_1.jpg,38_2.jpg,38_3.jpg,0.046785759,0.540086239,-0.027910155,0.179517135,0.043276037,0.054814355,horse,beaver,hula_hoop,animal,animal,Unclassified,-0.136241098,0.49330048,im2,im1
39,0.477866235,0.158496046,39_1.jpg,39_2.jpg,39_3.jpg,-0.249590064,0.228276171,-0.192267696,0.161134733,0.002638687,0.013350608,latch,fingerprint,stir_fry,Unclassified,Unclassified,Unclassified,-0.158496046,0.47786623500000003,im2,im1
40,0.598871827,0.018882555,40_1.jpg,40_2.jpg,40_3.jpg,-0.150328528,0.4485433,-0.143408624,0.028729646,0.047612201,0.066465059,cashew,guillotine,marble,fruit,Unclassified,Unclassified,0.018882555,0.5988718279999999,im2,im2
41,0.612216699,0.03157242,41_1.jpg,41_2.jpg,41_3.jpg,-0.220245026,0.391971673,0.096819177,0.043734414,0.075306834,0.061664245,jukebox,platypus,camera1,Unclassified,animal,animal,0.031572420000000004,0.612216699,im2,im2
42,0.618657931,0.051082558,42_1.jpg,42_2.jpg,42_3.jpg,-0.19051054,0.428147391,-0.177316158,0.027124811,0.078207369,0.070848756,sorbet,snowmobile,peanut,dessert,container,fruit,0.051082558,0.618657931,im2,im2
43,0.609814965,0.05842302,43_1.jpg,43_2.jpg,43_3.jpg,-0.135991602,0.473823364,-0.159539573,0.097409885,0.038986865,0.06157364,sandbag,raccoon,turtleneck,container,animal,clothing,-0.05842302,0.6098149660000001,im2,im1
44,0.613436973,0.073413047,44_1.jpg,44_2.jpg,44_3.jpg,0.008063022,0.621499995,-0.111523432,0.055549951,0.128962998,0.051336499,salami,ram,bracelet2,Unclassified,animal,animal,0.073413047,0.613436973,im2,im2
45,0.609413884,0.090645919,45_1.jpg,45_2.jpg,45_3.jpg,-0.11494796,0.494465924,-0.150249098,0.036888303,0.127534222,0.03910964,binder,porcupine,toaster,Unclassified,animal,kitchen appliance,0.090645919,0.609413884,im2,im2
46,0.616941689,0.10222124,46_1.jpg,46_2.jpg,46_3.jpg,0.025355852,0.642297541,0.017304751,0.167203447,0.064982207,0.051389479,ostrich,shoe,camel,animal,Unclassified,animal,-0.10222124,0.616941689,im2,im1
47,0.599634563,0.119028562,47_1.jpg,47_2.jpg,47_3.jpg,-0.160544447,0.439090117,-0.34107044,0.004408888,0.12343745,0.039870093,test_tube,zebra,razor_blade,Unclassified,animal,tool,0.119028562,0.599634564,im2,im2
48,0.615725239,0.141587523,48_1.jpg,48_2.jpg,48_3.jpg,-0.074012642,0.541712598,-0.227421342,0.132576509,-0.009011014,0.001958501,sausage,boulder,domino,Unclassified,Unclassified,Unclassified,-0.14158752300000002,0.6157252400000001,im2,im1
49,0.599455829,0.152296133,49_1.jpg,49_2.jpg,49_3.jpg,0.013583912,0.613039742,0.035843333,0.031369912,0.183666045,0.030800279,mulberry,parking_meter,patty,fruit,Unclassified,food,0.152296133,0.59945583,im2,im2
50,0.722270809,0.007820256,50_1.jpg,50_2.jpg,50_3.jpg,-0.14415113,0.578119678,-0.062702715,0.027711591,0.019891335,0.007726709,wrapping_paper,leaf,bungee,Unclassified,Unclassified,Unclassified,-0.007820256000000001,0.722270808,im2,im1
51,0.726773892,0.040621263,51_1.jpg,51_2.jpg,51_3.jpg,-0.095413983,0.631359909,-0.152109082,0.043060368,0.083681631,0.058342443,coconut,wreck,dumpling,fruit,vehicle,Unclassified,0.040621263000000005,0.7267738920000001,im2,im2
52,0.728431028,0.038962158,52_1.jpg,52_2.jpg,52_3.jpg,-0.118948872,0.609482155,0.055775935,0.07108877,0.032126612,0.009395208,beachball,calzone,hot-air_balloon,toy,Unclassified,vehicle,-0.038962158,0.7284310270000001,im2,im1
53,0.72487068,0.060375986,53_1.jpg,53_2.jpg,53_3.jpg,0.105233366,0.830104046,0.066656103,0.014842261,0.075218247,-0.007443374,souffle,guitar,steak,food,musical instrument,Unclassified,0.060375986,0.72487068,im2,im2
54,0.731343679,0.076234246,54_1.jpg,54_2.jpg,54_3.jpg,-0.264738524,0.466605154,-0.133667889,0.011218694,0.08745294,0.037287369,humvee,toucan,cannon,vehicle,animal,Unclassified,0.076234246,0.731343678,im2,im2
55,0.722701917,0.086753509,55_1.jpg,55_2.jpg,55_3.jpg,0.162845676,0.885547593,0.123152482,0.165830569,0.07907706,0.141720904,badger,ivy,badger,animal,plant,animal,-0.086753509,0.722701917,im2,im1
56,0.726498781,0.12148974,56_1.jpg,56_2.jpg,56_3.jpg,-0.193785254,0.532713526,-0.202782671,0.131360937,0.009871197,0.025994928,cart,ant,pulley,container,animal,Unclassified,-0.12148974000000001,0.72649878,im2,im1
57,0.724506779,0.12118578,57_1.jpg,57_2.jpg,57_3.jpg,-0.146407905,0.578098875,-0.106567166,0.124766229,0.003580449,0.020216197,ink,ramp,piggy_bank,Unclassified,Unclassified,container,-0.12118578,0.72450678,im2,im1
58,0.727582913,0.136569454,58_1.jpg,58_2.jpg,58_3.jpg,-0.120835597,0.606747315,-0.117824253,0.029943567,0.166513021,0.095030013,bathmat,helicopter,light_switch,Unclassified,vehicle,Unclassified,0.136569454,0.727582912,im2,im2
59,0.727927982,0.159088591,59_1.jpg,59_2.jpg,59_3.jpg,0.045446298,0.77337428,0.135363009,-0.005552248,0.153536343,0.079627264,crayfish,rattle,snail,animal,toy,animal,0.159088591,0.727927982,im2,im2
60,0.85052818,0.020065895,60_1.jpg,60_2.jpg,60_3.jpg,-0.186359758,0.664168423,-0.110090644,0.06017401,0.040108115,0.044431384,tiara,calf1,shoelace,clothing,animal,Unclassified,-0.020065895,0.850528181,im2,im1
61,0.853452618,0.025946167,61_1.jpg,61_2.jpg,61_3.jpg,-0.146820214,0.706632404,-0.179396498,0.095773766,0.069827599,0.037910213,sled,snake,easel,vehicle,animal,Unclassified,-0.025946166999999992,0.853452618,im2,im1
62,0.851897399,0.053158553,62_1.jpg,62_2.jpg,62_3.jpg,-0.179146176,0.672751223,-0.082923769,0.102487588,0.049329035,0.040508425,sponge,hyena,candle,Unclassified,animal,Unclassified,-0.053158553000000004,0.851897399,im2,im1
63,0.855977093,0.073880975,63_1.jpg,63_2.jpg,63_3.jpg,-0.033820963,0.822156129,-0.241800045,0.047410928,0.121291904,0.090040412,reindeer,mattress,reindeer,animal,Unclassified,animal,0.07388097600000001,0.855977092,im2,im2
64,0.859133513,0.071548229,64_1.jpg,64_2.jpg,64_3.jpg,-0.400158354,0.458975159,-0.040962127,0.034867768,-0.036680461,0.025338413,flower,drum,screen2,plant,musical instrument,animal,-0.07154822899999999,0.859133513,im2,im1
65,0.855305885,0.087958338,65_1.jpg,65_2.jpg,65_3.jpg,-0.229870193,0.625435693,-0.219844729,0.107412638,0.0194543,0.032769488,enchilada,platypus,nutcracker,food,animal,Unclassified,-0.087958338,0.855305886,im2,im1
66,0.855008534,0.108440017,66_1.jpg,66_2.jpg,66_3.jpg,-0.192795145,0.662213389,-0.201952978,0.099169915,-0.009270101,-0.001795677,pomegranate,gondola,okra,fruit,vehicle,fruit,-0.108440016,0.855008534,im2,im1
67,0.856513202,0.11980687,67_1.jpg,67_2.jpg,67_3.jpg,-0.251659566,0.604853636,-0.246554985,0.124315235,0.004508365,0.055559729,trowel,ostrich,handbrake,tool,animal,Unclassified,-0.11980687,0.8565132019999999,im2,im1
68,0.856470949,0.133907134,68_1.jpg,68_2.jpg,68_3.jpg,-0.197698354,0.658772595,-0.19082229,0.001375179,0.135282312,0.048111331,combination_lock,hyena,measuring_cup,Unclassified,animal,container,0.13390713299999998,0.856470949,im2,im2
69,0.843836176,0.163575112,69_1.jpg,69_2.jpg,69_3.jpg,-0.150998087,0.692838088,0.001850344,-0.012786039,0.150789072,-0.007315196,butterfly,crate,flower,animal,container,plant,0.163575111,0.8438361750000001,im2,im2
70,0.982175561,0.018147709,70_1.jpg,70_2.jpg,70_3.jpg,-0.318018579,0.664156982,-0.276615164,0.071706375,0.053558667,0.065163233,moth,stretcher,acorn,animal,Unclassified,fruit,-0.018147708000000005,0.982175561,im2,im1
71,0.982299411,0.029980271,71_1.jpg,71_2.jpg,71_3.jpg,-0.200932461,0.78136695,0.024088511,0.080561638,0.050581367,0.048885201,crepe,treadmill,muffin,Unclassified,Unclassified,food,-0.029980271000000003,0.9822994110000001,im2,im1
72,0.978551523,0.053385905,72_1.jpg,72_2.jpg,72_3.jpg,-0.300601374,0.677950149,-0.290052272,0.094941977,0.041556073,0.076423906,memory_stick,ostrich,magnifying_glass,Unclassified,animal,Unclassified,-0.053385904,0.9785515229999999,im2,im1
73,0.967752514,0.057286646,73_1.jpg,73_2.jpg,73_3.jpg,-0.292355237,0.675397277,-0.292120855,0.114227317,0.056940671,0.053263891,steering_wheel,mushroom,drill,Unclassified,Unclassified,tool,-0.057286646,0.967752514,im2,im1
74,0.978867278,0.074411804,74_1.jpg,74_2.jpg,74_3.jpg,-0.08739807,0.891469208,0.078134833,0.170294817,0.095883014,0.095908717,tugboat,thermostat,aircraft_carrier,vehicle,Unclassified,vehicle,-0.07441180299999998,0.978867278,im2,im1
75,0.968036501,0.087848501,75_1.jpg,75_2.jpg,75_3.jpg,-0.346720384,0.621316117,-0.239917737,0.057220933,-0.030627568,0.079920603,oatmeal,telephone_pole,noodle,food,Unclassified,Unclassified,-0.087848501,0.968036501,im2,im1
76,0.980428098,0.107666841,76_1.jpg,76_2.jpg,76_3.jpg,-0.503287873,0.477140225,-0.369857359,-0.011475105,0.096191736,0.027337079,turnstile,slug,limousine,Unclassified,animal,container,0.107666841,0.980428098,im2,im2
77,0.98005489,0.124056179,77_1.jpg,77_2.jpg,77_3.jpg,-0.223331005,0.756723885,-0.282995142,0.021521773,0.145577951,0.001897114,sorbet,telephone_pole,cheesecake,dessert,Unclassified,Unclassified,0.12405617800000002,0.98005489,im2,im2
78,0.982848895,0.143421033,78_1.jpg,78_2.jpg,78_3.jpg,-0.236791495,0.7460574,-0.272962823,0.1218847,-0.021536332,-0.021482612,ravioli,minivan,zucchini,Unclassified,container,vegetable,-0.143421032,0.982848895,im2,im1
79,0.972632195,0.152734336,79_1.jpg,79_2.jpg,79_3.jpg,-0.250162976,0.722469219,-0.233668562,0.1661734,0.013439065,0.063817995,mulberry,trap,arugula,fruit,Unclassified,plant,-0.152734335,0.9726321950000001,im2,im1
80,1.087684856,0.006098508,80_1.jpg,80_2.jpg,80_3.jpg,-0.272378344,0.815306512,-0.24488291,0.035922878,0.02982437,0.090215956,eyedropper,deer,test_tube,Unclassified,animal,Unclassified,-0.006098507999999999,1.087684856,im2,im1
81,1.093340355,0.03904686,81_1.jpg,81_2.jpg,81_3.jpg,-0.406813992,0.686526363,-0.304714433,0.084973555,0.045926695,0.044113889,palette,alpaca,marble,Unclassified,animal,Unclassified,-0.03904686000000001,1.093340355,im2,im1
82,1.104139149,0.050255935,82_1.jpg,82_2.jpg,82_3.jpg,-0.314466397,0.789672752,-0.337756697,0.043403884,0.09365982,0.033650095,calzone,antenna,ready_meal,Unclassified,Unclassified,Unclassified,0.05025593600000001,1.1041391489999999,im2,im2
83,1.099861853,0.060557469,83_1.jpg,83_2.jpg,83_3.jpg,-0.37706657,0.722795282,-0.361328216,0.159024377,0.098466908,0.043171796,cot,slug,treadmill,furniture,animal,Unclassified,-0.06055746899999999,1.099861852,im2,im1
84,1.091288138,0.089853211,84_1.jpg,84_2.jpg,84_3.jpg,-0.363455499,0.727832638,-0.113266676,0.040509723,0.130362934,0.059279963,baby,grape,baby,Unclassified,fruit,Unclassified,0.08985321100000002,1.091288137,im2,im2
85,1.086700471,0.086128947,85_1.jpg,85_2.jpg,85_3.jpg,-0.334018823,0.752681648,-0.298669752,0.08103959,-0.005089357,0.042297538,cantaloupe,quad,grater,fruit,Unclassified,Unclassified,-0.086128947,1.0867004710000001,im2,im1
86,1.091082574,0.113178561,86_1.jpg,86_2.jpg,86_3.jpg,-0.307267224,0.78381535,-0.342352116,-0.014926929,0.098251632,0.026625882,tablet,wheat,binder,Unclassified,food,Unclassified,0.11317856100000001,1.091082574,im2,im2
87,1.09821174,0.124094116,87_1.jpg,87_2.jpg,87_3.jpg,-0.290057739,0.808154001,-0.223864165,0.012574494,0.13666861,0.016233403,can_opener,peacock,headphones,tool,animal,Unclassified,0.12409411599999999,1.09821174,im2,im2
88,1.104059009,0.139765781,88_1.jpg,88_2.jpg,88_3.jpg,-0.332176628,0.771882381,-0.345769763,0.135288293,-0.004477488,0.00647372,hammer,nest,air_pump,tool,Unclassified,Unclassified,-0.139765781,1.104059009,im2,im1
89,1.094317613,0.153080426,89_1.jpg,89_2.jpg,89_3.jpg,-0.203719459,0.890598154,-0.106017367,-0.005099286,0.14798114,0.005484247,grapefruit,gate,grapefruit,fruit,Unclassified,fruit,0.15308042600000002,1.0943176129999999,im2,im2
90,1.215094685,0.017814348,90_1.jpg,90_2.jpg,90_3.jpg,-0.391755358,0.823339328,-0.305955802,0.100503377,0.118317725,0.093308918,bok_choy,flamethrower,pasta,plant,weapon,Unclassified,0.017814347999999994,1.215094686,im2,im2
91,1.212598714,0.027782189,91_1.jpg,91_2.jpg,91_3.jpg,-0.435631021,0.776967693,-0.369054351,0.079089709,0.106871898,0.04545567,ankle,garbage_truck,clasp,body part,container,Unclassified,0.027782189000000013,1.212598714,im2,im2
92,1.212125556,0.049377647,92_1.jpg,92_2.jpg,92_3.jpg,-0.288021353,0.924104203,-0.342877695,0.07308058,0.122458227,0.073749235,rhinoceros,tiramisu,rhinoceros,animal,dessert,animal,0.049377647,1.212125556,im2,im2
93,1.219661592,0.059937894,93_1.jpg,93_2.jpg,93_3.jpg,-0.400776166,0.818885426,-0.306330571,0.08810712,0.028169225,0.060151719,film,walrus,checkbook,Unclassified,animal,Unclassified,-0.059937895,1.219661592,im2,im1
94,1.222849714,0.070673472,94_1.jpg,94_2.jpg,94_3.jpg,-0.387265157,0.835584557,-0.360239917,0.116931673,0.046258201,0.042604157,beetle,pony,fly,animal,animal,animal,-0.070673472,1.222849714,im2,im1
95,1.226168015,0.09333169,95_1.jpg,95_2.jpg,95_3.jpg,-0.299847713,0.926320302,-0.305077855,0.043777485,0.137109175,0.041041355,teacup,satellite,teacup,container,Unclassified,container,0.09333169,1.226168015,im2,im2
96,1.219938074,0.107801315,96_1.jpg,96_2.jpg,96_3.jpg,-0.282182128,0.937755946,-0.291834704,0.049415864,0.157217179,0.049089172,snake,stereo,snake,animal,Unclassified,animal,0.10780131500000001,1.2199380739999999,im2,im2
97,1.214970289,0.133152492,97_1.jpg,97_2.jpg,97_3.jpg,-0.33842482,0.876545469,-0.398770887,0.041159277,0.174311769,0.017222645,monkey,headlight,monkey,animal,Unclassified,animal,0.133152492,1.214970289,im2,im2
98,1.214033355,0.13455848,98_1.jpg,98_2.jpg,98_3.jpg,-0.400573061,0.813460294,-0.395342944,0.027926354,0.162484834,0.01767992,cornmeal,roof_rack,grapefruit,food,Unclassified,fruit,0.13455847999999998,1.214033355,im2,im2
99,1.217744588,0.153038206,99_1.jpg,99_2.jpg,99_3.jpg,-0.272876826,0.944867762,-0.259495884,0.038639274,0.19167748,0.065282367,mast,stew,mast,Unclassified,food,Unclassified,0.153038206,1.217744588,im2,im2
100,0.11990964,0.010264199,100_1.jpg,100_2.jpg,100_3.jpg,0.085154884,0.205064523,0.400392052,0.011838364,0.022102563,0.035084481,breadbox,fishhook,sorbet,container,Unclassified,dessert,0.010264198999999998,0.119909639,im2,im2
101,0.125732732,0.02837319,101_1.jpg,101_2.jpg,101_3.jpg,-0.048094044,0.077638687,-0.012869047,0.076484354,0.048111164,0.062895374,harness,wheel,fig,Unclassified,Unclassified,fruit,-0.028373190000000006,0.125732731,im2,im1
102,0.1261124,0.038079388,102_1.jpg,102_2.jpg,102_3.jpg,0.539963745,0.666076145,0.546538304,0.067289937,0.029210549,0.041421285,timer,neck,triangle,Unclassified,body part,musical instrument,-0.03807938799999999,0.1261124,im2,im1
103,0.12741862,0.072189685,103_1.jpg,103_2.jpg,103_3.jpg,-0.259613829,-0.132195209,0.46479054,0.088529318,0.016339633,0.020880946,apple_tree,keyboard,blindfold,plant,Unclassified,Unclassified,-0.072189685,0.12741862,im2,im1
104,0.114893357,0.084939548,104_1.jpg,104_2.jpg,104_3.jpg,0.079040324,0.193933681,-0.194504719,0.122838171,0.037898623,0.031955611,pizza,cockatoo,wire_cutters,food,animal,tool,-0.084939548,0.114893357,im2,im1
105,0.127777279,0.090050142,105_1.jpg,105_2.jpg,105_3.jpg,0.255740213,0.383517492,0.274794765,0.111534107,0.021483966,0.031470812,badge,gate,filing_cabinet,Unclassified,Unclassified,furniture,-0.090050141,0.12777727900000002,im2,im1
106,0.125016695,0.110182622,106_1.jpg,106_2.jpg,106_3.jpg,-0.159114382,-0.034097687,0.148915067,0.104029815,-0.006152807,0.017595269,deer,smoothie,cage,animal,food,Unclassified,-0.110182622,0.125016695,im2,im1
107,0.131422606,0.127518642,107_1.jpg,107_2.jpg,107_3.jpg,0.015661982,0.147084588,0.046756621,0.002290293,0.129808935,-0.001257503,toolbox,dalmatian,petal,container,animal,Unclassified,0.127518642,0.131422606,im2,im2
108,0.122516329,0.134188746,108_1.jpg,108_2.jpg,108_3.jpg,0.093452592,0.215968921,-0.02503816,0.039548011,0.173736757,0.040286105,drink,chipmunk,saxophone,Unclassified,animal,musical instrument,0.134188746,0.12251632900000001,im2,im2
109,0.11398573,0.152242642,109_1.jpg,109_2.jpg,109_3.jpg,-0.010818825,0.103166905,-0.099881219,-0.004369429,0.147873213,0.035266335,ski_lift,egg,cow,Unclassified,food,animal,0.152242642,0.11398573000000001,im2,im2
110,0.251763184,0.025113461,110_1.jpg,110_2.jpg,110_3.jpg,0.214471429,0.466234613,0.053278066,0.086681766,0.061568305,0.080969514,tag,dress,guinea_pig,Unclassified,clothing,animal,-0.025113460999999997,0.25176318400000003,im2,im1
