,run,root,Image1,Image2,IT_root_im1,IT_root_im2,IT_im1_im2,V2_root_im1,V2_root_im2,V2_im1_im2,cat_root,cat_im1,cat_im2,concept_root,concept_im1,concept_im2,V2_im2_minus_im1,IT_im2_minus_im1,IT_most_similar,V2_most_similar,left_right,left_right_root,LeftIm,RightIm,IT_most_similar_lr,V2_most_similar_lr,rew_probs,block_order,sub,resp,lr_root,choice_rt,choice,choice_bin,resp_bin,decision_dur,run_mode,root_times,choice_times,feedback_times,rew,isi_root,isi_choice,iti,bank,choice_incl_late_responses,choice_bin_incl_late_responses,resp_bin_incl_late_responses,choice_rt_incl_late_responses
476,8,122_1.jpg,122_2.jpg,122_3.jpg,0.00692402,0.365817306,0.110137216,0.067356115,0.012443041,0.051972465,tackle,weather_vane,refrigerator,Unclassified,Unclassified,Unclassified,-0.054913073999999985,0.35889328600000003,im2,im1,left,right,122_2.jpg,122_3.jpg,right,left,1.0,IT,402,2,right,0.33577926300040417,Image2,1.0,0.0,1,behavior,12.066641018000155,20.084233064999353,27.099768119000146,1.0,6,6,4,11,Image2,1.0,0.0,0.33577926300040417
477,8,259_1.jpg,259_2.jpg,259_3.jpg,-0.20591088300000002,0.533089574,-0.22732482399999998,0.02458972,0.18682328199999998,0.034755409,gravestone,cheeseburger,lamppost,Unclassified,food,Unclassified,0.162233562,0.7390004569999999,im2,im2,left,left,259_2.jpg,259_3.jpg,right,right,1.0,IT,402,2,left,0.40679694399932487,Image2,1.0,0.0,1,behavior,32.11699055000008,36.13293776299997,40.150121701999524,1.0,2,3,6,11,Image2,1.0,0.0,0.40679694399932487
478,8,172_1.jpg,172_2.jpg,172_3.jpg,-0.29047287899999996,0.673806391,-0.291086337,0.07823689,0.032922061,0.015923712,uniform,star_fruit,kilt,clothing,fruit,clothing,-0.045314829,0.96427927,im2,im1,left,right,172_2.jpg,172_3.jpg,right,left,1.0,IT,402,1,right,0.3004993120002837,Image1,0.0,1.0,1,behavior,47.16676486100005,53.18294382199929,59.20038755399946,0.0,4,5,5,11,Image1,0.0,1.0,0.3004993120002837
479,8,268_1.jpg,268_2.jpg,268_3.jpg,-0.026917252000000003,0.834458913,0.034631222999999996,0.072533243,0.215353972,0.058899127999999995,granite,electric_chair,granite,Unclassified,Unclassified,Unclassified,0.142820729,0.8613761649999999,im2,im2,left,left,268_2.jpg,268_3.jpg,right,right,1.0,IT,402,2,left,0.38612005000049976,Image2,1.0,0.0,1,behavior,65.21663674699994,73.2340524479996,78.2504932060001,1.0,6,4,3,11,Image2,1.0,0.0,0.38612005000049976
480,8,22_1.jpg,22_2.jpg,22_3.jpg,0.174827674,0.5429850620000001,0.019359403,0.09891749999999999,0.044685108,0.041595064,router,wetsuit,radar,Unclassified,clothing,Unclassified,-0.054232392,0.368157388,im2,im1,right,left,22_3.jpg,22_2.jpg,left,right,1.0,IT,402,2,left,0.39283044199964934,Image1,0.0,0.0,1,behavior,82.26685007000015,88.2831997610001,94.30072685699997,0.0,4,5,3,11,Image1,0.0,0.0,0.39283044199964934
481,8,189_1.jpg,189_2.jpg,189_3.jpg,-0.395613115,0.7040746859999999,-0.313904518,-0.002559781,0.153842266,0.054790685,prism,moose,scooter,Unclassified,animal,container,0.15640204700000002,1.099687801,im2,im2,right,right,189_3.jpg,189_2.jpg,left,left,1.0,IT,402,2,right,0.5109203259999049,Image1,0.0,0.0,1,behavior,98.31657809699936,104.33322859599957,110.3498458439999,0.0,4,5,6,11,Image1,0.0,0.0,0.5109203259999049
482,8,265_1.jpg,265_2.jpg,265_3.jpg,-0.23270527600000002,0.621456829,-0.293161386,0.116622724,0.025837528,0.047641607,folder,tumbleweed,hot_tub,Unclassified,plant,container,-0.090785196,0.854162105,im2,im1,left,left,265_2.jpg,265_3.jpg,right,left,1.0,IT,402,1,left,0.7813064499996472,Image1,0.0,1.0,1,behavior,117.36667886599935,123.38377797999965,127.40019637800015,0.0,4,3,6,11,Image1,0.0,1.0,0.7813064499996472
483,8,198_1.jpg,198_2.jpg,198_3.jpg,-0.386807267,0.821847184,-0.359464945,0.044454963,0.191505963,0.041410203,siren,platypus,siren,Unclassified,animal,Unclassified,0.147051,1.208654451,im2,im2,right,right,198_3.jpg,198_2.jpg,left,left,1.0,IT,402,2,right,0.6588858919994891,Image1,0.0,0.0,1,behavior,134.4166161059993,142.43317104200014,150.45042287399974,0.0,6,7,4,11,Image1,0.0,0.0,0.6588858919994891
484,8,80_1.jpg,80_2.jpg,80_3.jpg,-0.272378344,0.815306512,-0.24488291,0.035922878,0.02982437,0.090215956,eyedropper,deer,test_tube,Unclassified,animal,Unclassified,-0.006098507999999999,1.0876848559999999,im2,im1,right,left,80_3.jpg,80_2.jpg,left,right,1.0,IT,402,1,left,0.4243388019995109,Image2,1.0,1.0,1,behavior,155.4671469599998,163.4834663669999,170.50005599799988,1.0,6,6,3,11,Image2,1.0,1.0,0.4243388019995109
485,8,196_1.jpg,196_2.jpg,196_3.jpg,-0.355478799,0.8543257209999999,-0.319835176,0.031596068,0.137118346,0.042584763,christmas_card,reindeer,christmas_card,Unclassified,animal,Unclassified,0.10552227800000001,1.20980452,im2,im2,left,left,196_2.jpg,196_3.jpg,right,right,1.0,IT,402,2,left,0.5020543100008581,Image2,1.0,0.0,1,behavior,174.51647247799974,181.53415478899933,187.5503883929996,1.0,5,5,5,11,Image2,1.0,0.0,0.5020543100008581
486,8,283_1.jpg,283_2.jpg,283_3.jpg,-0.306122255,0.784843663,-0.224116695,0.069095924,-0.002283501,0.014604583999999999,crossbow,coral,air_pump,weapon,animal,Unclassified,-0.071379425,1.090965918,im2,im1,right,left,283_3.jpg,283_2.jpg,left,right,1.0,IT,402,1,left,0.3962196660004338,Image2,1.0,1.0,1,behavior,193.56703139299952,199.58323551099966,206.6007016829999,1.0,4,6,3,11,Image2,1.0,1.0,0.3962196660004338
487,8,266_1.jpg,266_2.jpg,266_3.jpg,-0.19461581,0.665688449,-0.166155079,0.13287101199999998,0.021444662000000003,0.077930077,strawberry,shark,egg,fruit,animal,food,-0.11142635,0.8603042590000001,im2,im1,right,right,266_3.jpg,266_2.jpg,left,right,1.0,IT,402,2,right,0.2991001159998632,Image1,0.0,0.0,1,behavior,210.6164595679993,218.63330046800002,224.65054492599938,0.0,6,5,5,11,Image1,0.0,0.0,0.2991001159998632
488,8,169_1.jpg,169_2.jpg,169_3.jpg,-0.009041584,0.848356668,0.007163851,0.024005949,0.179463016,0.026458747,rose,cuckoo_clock,rose,plant,Unclassified,plant,0.155457067,0.8573982520000001,im2,im2,left,right,169_2.jpg,169_3.jpg,right,right,1.0,IT,402,1,right,0.5766724470004192,Image1,0.0,1.0,1,behavior,230.6672980200001,235.6835001169993,241.70005692999985,0.0,3,5,5,11,Image1,0.0,1.0,0.5766724470004192
489,8,106_1.jpg,106_2.jpg,106_3.jpg,-0.159114382,-0.034097687,0.14891506699999998,0.104029815,-0.006152807,0.017595269,deer,smoothie,cage,animal,food,Unclassified,-0.110182622,0.125016695,im2,im1,right,right,106_3.jpg,106_2.jpg,left,right,1.0,IT,402,2,right,0.2937904680002248,Image1,0.0,0.0,1,behavior,247.71661169900017,256.7335638449995,262.749716798,0.0,7,5,3,11,Image1,0.0,0.0,0.2937904680002248
490,8,21_1.jpg,21_2.jpg,21_3.jpg,-0.031695841,0.333482612,0.515387759,0.091572204,0.069209203,0.12838001,cordon_bleu,hood,gauze,Unclassified,clothing,Unclassified,-0.02236300100000001,0.36517845299999996,im2,im1,right,right,21_3.jpg,21_2.jpg,left,right,1.0,IT,402,1,right,0.3246848870003305,Image2,1.0,1.0,1,behavior,266.76737705399955,273.7835065199997,277.7999826899995,1.0,5,3,2,11,Image2,1.0,1.0,0.3246848870003305
491,8,54_1.jpg,54_2.jpg,54_3.jpg,-0.264738524,0.46660515399999997,-0.133667889,0.011218694,0.08745294,0.037287369,humvee,toucan,cannon,vehicle,animal,Unclassified,0.07623424599999999,0.731343678,im2,im2,right,left,54_3.jpg,54_2.jpg,left,left,1.0,IT,402,2,left,0.47512356999959593,Image1,0.0,0.0,1,behavior,280.81651201299974,289.83320957900014,297.8504452489997,0.0,7,7,9,11,Image1,0.0,0.0,0.47512356999959593
492,8,291_1.jpg,291_2.jpg,291_3.jpg,-0.280324568,0.938095384,-0.205697077,0.047617227000000005,0.077909735,0.036639532999999995,panda,headlight,panda,animal,Unclassified,animal,0.030292508,1.218419952,im2,im2,right,left,291_3.jpg,291_2.jpg,left,left,1.0,IT,402,1,left,0.5926545060001445,Image2,1.0,1.0,1,behavior,307.8671602109998,313.8833872649993,318.90015191600014,1.0,4,4,5,11,Image2,1.0,1.0,0.5926545060001445
493,8,180_1.jpg,180_2.jpg,180_3.jpg,-0.27948458,0.810958338,-0.302553169,0.085304289,0.07013924099999999,0.028116200000000004,pizza,cloak,lasagna,food,clothing,food,-0.015165048,1.090442918,im2,im1,right,left,180_3.jpg,180_2.jpg,left,right,1.0,IT,402,2,left,0.43886956900041696,Image1,0.0,0.0,1,behavior,324.91664172199944,332.93322796199936,336.949717902,0.0,6,3,5,11,Image1,0.0,0.0,0.43886956900041696
494,8,5_1.jpg,5_2.jpg,5_3.jpg,0.169581597,0.28517740199999997,-0.008113298,0.125528209,0.030488348,0.053019699,orange_rind,duckling,stove1,Unclassified,animal,animal,-0.09503986099999999,0.11559580500000002,im2,im1,left,right,5_2.jpg,5_3.jpg,right,left,1.0,IT,402,2,right,0.42834561099971324,Image2,1.0,0.0,1,behavior,342.96754702699945,348.9838823350001,353.00036306899983,1.0,4,3,2,11,Image2,1.0,0.0,0.42834561099971324
495,8,176_1.jpg,176_2.jpg,176_3.jpg,-0.085687101,0.8858089570000001,0.06538098099999999,0.028284300000000002,0.146624531,0.040276735,towel,chute,towel,Unclassified,Unclassified,Unclassified,0.11834023099999999,0.971496058,im2,im2,left,right,176_2.jpg,176_3.jpg,right,right,1.0,IT,402,1,right,0.3073651919994518,Image1,0.0,1.0,1,behavior,356.01661354099997,361.032968343,365.0504914029998,0.0,3,3,6,11,Image1,0.0,1.0,0.3073651919994518
496,8,51_1.jpg,51_2.jpg,51_3.jpg,-0.09541398300000001,0.6313599089999999,-0.15210908199999998,0.043060367999999995,0.08368163099999999,0.058342443,coconut,wreck,dumpling,fruit,vehicle,Unclassified,0.040621263000000005,0.7267738920000001,im2,im2,left,left,51_2.jpg,51_3.jpg,right,right,1.0,IT,402,2,left,0.5527645010006381,Image2,1.0,0.0,1,behavior,372.0669968530001,376.0836120019994,381.10040088799997,1.0,2,4,5,11,Image2,1.0,0.0,0.5527645010006381
497,8,3_1.jpg,3_2.jpg,3_3.jpg,-0.044691113,0.076217862,-0.08701128,0.076088157,0.021192256,0.047162379000000004,bazooka,antelope,highchair,Unclassified,animal,furniture,-0.054895901,0.120908975,im2,im1,right,right,3_3.jpg,3_2.jpg,left,right,1.0,IT,402,1,right,,missed,,,1,behavior,387.1166626509994,392.1329612109994,399.13296812499993,,3,6,5,11,Image2,1.0,1.0,1.206996409000567
498,8,12_1.jpg,12_2.jpg,12_3.jpg,0.16849123,0.40286049700000004,0.131673152,0.085294805,0.039129218,0.074812542,bumper,baton4,bed,Unclassified,animal,furniture,-0.046165587,0.234369267,im2,im1,left,left,12_2.jpg,12_3.jpg,right,left,1.0,IT,402,2,left,0.5644180890003554,Image2,1.0,0.0,1,behavior,405.1503716950001,411.16707643599966,415.1832869339996,1.0,4,3,4,11,Image2,1.0,0.0,0.5644180890003554
499,8,13_1.jpg,13_2.jpg,13_3.jpg,-0.10188828400000001,0.13699979699999998,0.396015026,0.055503447000000004,-0.009598753,0.019792228999999998,sea_urchin,bumper,key,animal,Unclassified,Unclassified,-0.0651022,0.238888081,im2,im1,right,right,13_3.jpg,13_2.jpg,left,right,1.0,IT,402,1,right,0.34751841599972977,Image2,1.0,1.0,1,behavior,420.1998843649999,427.2164498149996,433.23391288199946,1.0,5,5,4,11,Image2,1.0,1.0,0.34751841599972977
500,9,146_1.jpg,146_2.jpg,146_3.jpg,-0.24057804600000002,0.360765003,-0.18315648899999998,0.108351089,0.005546356999999999,0.029233585,brussels_sprouts,alpaca,beaker,vegetable,animal,container,-0.102804732,0.601343049,im2,im1,right,right,146_3.jpg,146_2.jpg,left,right,1.0,IT,402,1,right,0.5736131630001182,Image2,1.0,1.0,1,behavior,1.0162778559997605,5.032937551000032,9.049621223999566,1.0,2,3,3,16,Image2,1.0,1.0,0.5736131630001182
501,9,262_1.jpg,262_2.jpg,262_3.jpg,-0.154209995,0.69430823,-0.21468469399999998,0.090326418,0.03908569,0.036675928999999996,compost,boar,tortilla,Unclassified,animal,Unclassified,-0.051240728000000006,0.848518225,im2,im1,left,left,262_2.jpg,262_3.jpg,right,left,1.0,IT,402,1,left,0.40271357799974794,Image1,0.0,1.0,1,behavior,13.06636311999955,19.08302527700016,25.09973690700008,0.0,4,5,6,16,Image1,0.0,1.0,0.40271357799974794
502,9,50_1.jpg,50_2.jpg,50_3.jpg,-0.14415113,0.578119678,-0.062702715,0.027711591,0.019891335,0.007726709,wrapping_paper,leaf,bungee,Unclassified,Unclassified,Unclassified,-0.007820256000000001,0.722270808,im2,im1,right,left,50_3.jpg,50_2.jpg,left,right,1.0,IT,402,2,left,0.49717311400036124,Image1,0.0,0.0,1,behavior,32.116613426000185,38.13295221499993,44.14985908699964,0.0,4,5,4,16,Image1,0.0,0.0,0.49717311400036124
503,9,294_1.jpg,294_2.jpg,294_3.jpg,-0.340859525,0.8708846840000001,-0.269344913,0.025489862999999998,0.09821211199999999,0.068668745,washcloth,branch,washcloth,Unclassified,Unclassified,Unclassified,0.072722249,1.2117442090000001,im2,im2,right,right,294_3.jpg,294_2.jpg,left,left,1.0,IT,402,1,right,0.2873078919992622,Image2,1.0,1.0,1,behavior,49.16637231899949,56.18333668000014,59.19965299799969,1.0,5,2,3,16,Image2,1.0,1.0,0.2873078919992622
504,9,279_1.jpg,279_2.jpg,279_3.jpg,-0.35629474,0.608899635,-0.324877592,-0.015700416000000002,0.13604382,0.019550798,hand,fence,pita,body part,Unclassified,food,0.151744236,0.965194375,im2,im2,left,left,279_2.jpg,279_3.jpg,right,right,1.0,IT,402,2,left,0.332904980999956,Image2,1.0,0.0,1,behavior,63.21634990199982,71.23325061499963,77.24965183699987,1.0,6,5,6,16,Image2,1.0,0.0,0.332904980999956
505,9,152_1.jpg,152_2.jpg,152_3.jpg,-0.066594628,0.669948381,-0.123473594,0.060367767999999995,0.011014963999999999,0.048846136,cigarette,birdhouse,ladybug,Unclassified,Unclassified,animal,-0.04935280400000001,0.736543009,im2,im1,left,right,152_2.jpg,152_3.jpg,right,left,1.0,IT,402,2,right,0.3792552220002108,Image2,1.0,0.0,1,behavior,84.26666532299987,90.2830193509999,97.2999506669994,1.0,4,6,5,16,Image2,1.0,0.0,0.3792552220002108
506,9,257_1.jpg,257_2.jpg,257_3.jpg,-0.143944226,0.593502809,-0.10584185800000001,0.136778305,0.013900988999999999,0.025683502999999996,bassinet,ferry,skeleton,furniture,vehicle,body part,-0.122877316,0.737447035,im2,im1,right,left,257_3.jpg,257_2.jpg,left,right,1.0,IT,402,1,left,0.4179507700000613,Image2,1.0,1.0,1,behavior,103.31636023200008,109.33326154099996,115.34955007499957,1.0,4,5,9,16,Image2,1.0,1.0,0.4179507700000613
507,9,215_1.jpg,215_2.jpg,215_3.jpg,0.182142537,0.434721994,0.498758519,0.051957035,0.142314776,0.063372075,barrel,trumpet,abacus,Unclassified,musical instrument,Unclassified,0.09035774099999999,0.252579457,im2,im2,right,right,215_3.jpg,215_2.jpg,left,left,1.0,IT,402,1,right,0.8877085309995891,Image2,1.0,1.0,1,behavior,125.36670651300028,131.38301853099983,135.39993322400005,1.0,4,3,2,16,Image2,1.0,1.0,0.8877085309995891
508,9,94_1.jpg,94_2.jpg,94_3.jpg,-0.387265157,0.835584557,-0.360239917,0.11693167300000001,0.046258201,0.042604157000000004,beetle,pony,fly,animal,animal,animal,-0.070673472,1.222849714,im2,im1,right,left,94_3.jpg,94_2.jpg,left,right,1.0,IT,402,1,left,0.30041672500010463,Image2,1.0,1.0,1,behavior,138.41637554999943,146.43321927099987,154.44957759299996,1.0,6,7,5,16,Image2,1.0,1.0,0.30041672500010463
509,9,161_1.jpg,161_2.jpg,161_3.jpg,-0.194957506,0.652477977,-0.11936875699999999,0.058796229000000005,0.028435092000000002,0.049411962999999996,wrist,elephant,sim_card,body part,animal,Unclassified,-0.030361137000000003,0.8474354829999999,im2,im1,right,left,161_3.jpg,161_2.jpg,left,right,1.0,IT,402,2,left,0.30717714700040233,Image1,0.0,0.0,1,behavior,160.46669556899997,169.48304277999978,174.49962722199962,0.0,7,4,5,16,Image1,0.0,0.0,0.30717714700040233
510,9,104_1.jpg,104_2.jpg,104_3.jpg,0.07904032400000001,0.19393368100000002,-0.194504719,0.122838171,0.037898623,0.031955611,pizza,cockatoo,wire_cutters,food,animal,tool,-0.084939548,0.11489335699999999,im2,im1,right,right,104_3.jpg,104_2.jpg,left,right,1.0,IT,402,1,right,0.28874026499943284,Image2,1.0,1.0,1,behavior,180.51667337900017,186.53295873200022,193.54985895699974,1.0,4,6,5,16,Image2,1.0,1.0,0.28874026499943284
511,9,277_1.jpg,277_2.jpg,277_3.jpg,-0.36089235299999994,0.61066685,-0.223627832,0.058567422,0.181244509,0.079772527,beachball,toad,diving_board,toy,Unclassified,Unclassified,0.122677087,0.971559203,im2,im2,left,right,277_2.jpg,277_3.jpg,right,right,1.0,IT,402,2,right,0.3752455829999235,Image2,1.0,0.0,1,behavior,199.5663113669998,204.58327987699977,208.59962685200026,1.0,3,3,5,16,Image2,1.0,0.0,0.3752455829999235
512,9,202_1.jpg,202_2.jpg,202_3.jpg,0.11318820199999999,0.225479638,0.158465448,0.043810687,0.0011295069999999999,0.039540723,stilt,mousse,pipe2,Unclassified,dessert,animal,-0.04268118,0.112291436,im2,im1,right,right,202_3.jpg,202_2.jpg,left,right,1.0,IT,402,1,right,0.2935371130006388,Image2,1.0,1.0,1,behavior,214.61667647299964,222.63293925499966,228.64994714099976,1.0,6,5,4,16,Image2,1.0,1.0,0.2935371130006388
513,9,82_1.jpg,82_2.jpg,82_3.jpg,-0.314466397,0.789672752,-0.33775669700000005,0.043403884000000004,0.09365982,0.033650095,calzone,antenna,ready_meal,Unclassified,Unclassified,Unclassified,0.050255936000000015,1.104139149,im2,im2,left,left,82_2.jpg,82_3.jpg,right,right,1.0,IT,402,2,left,0.32348862900016684,Image2,1.0,0.0,1,behavior,233.66636729899983,238.68332612199993,244.6996367669999,1.0,3,5,5,16,Image2,1.0,0.0,0.32348862900016684
514,9,190_1.jpg,190_2.jpg,190_3.jpg,-0.42719511,0.793071552,-0.42137371700000004,0.045625963,0.06994480900000001,0.05440086400000001,juicer1,barbed_wire,oatmeal,animal,Unclassified,food,0.024318846,1.220266662,im2,im2,right,left,190_3.jpg,190_2.jpg,left,left,1.0,IT,402,2,left,0.44139648100008344,Image1,0.0,0.0,1,behavior,250.71668425400003,255.73296674199992,259.7495533179999,0.0,3,3,6,16,Image1,0.0,0.0,0.44139648100008344
515,9,217_1.jpg,217_2.jpg,217_3.jpg,0.187363709,0.422328586,0.125522482,0.140930162,0.02017328,0.035863518999999996,backpack,fingerprint,chalk,container,Unclassified,Unclassified,-0.120756882,0.234964877,im2,im1,left,right,217_2.jpg,217_3.jpg,right,left,1.0,IT,402,1,right,0.24677128800067294,Image1,0.0,1.0,1,behavior,266.7663718799995,273.7832810029995,278.79958874099975,0.0,5,4,3,16,Image1,0.0,1.0,0.24677128800067294
516,9,192_1.jpg,192_2.jpg,192_3.jpg,-0.421078624,0.787081255,-0.410599755,0.018842368,0.061003681,0.052058995,barbell,cilantro,shield,sports equipment,food,Unclassified,0.042161312999999985,1.208159879,im2,im2,left,right,192_2.jpg,192_3.jpg,right,right,1.0,IT,402,2,right,0.3011046029996578,Image2,1.0,0.0,1,behavior,282.816658707,291.83296501099994,298.8495886189994,1.0,7,6,2,16,Image2,1.0,0.0,0.3011046029996578
517,9,128_1.jpg,128_2.jpg,128_3.jpg,-0.121451869,0.244424547,0.245198435,0.151366739,0.013812536,0.042544822,clock,dough,barrel,Unclassified,food,Unclassified,-0.137554203,0.36587641600000004,im2,im1,right,right,128_3.jpg,128_2.jpg,left,right,1.0,IT,402,1,right,0.459302332000334,Image2,1.0,1.0,1,behavior,301.86636575899956,308.8829660479996,314.8999471850002,1.0,5,5,6,16,Image2,1.0,1.0,0.459302332000334
518,9,183_1.jpg,183_2.jpg,183_3.jpg,-0.30940212,0.77894891,-0.26740139399999996,0.121858381,0.05818509,0.11297424199999999,dumpster,sickle,coop,container,tool,Unclassified,-0.06367329099999999,1.08835103,im2,im1,right,left,183_3.jpg,183_2.jpg,left,right,1.0,IT,402,1,left,0.4404321020001589,Image2,1.0,1.0,1,behavior,321.9163709180002,329.9332542759994,333.94959982599994,1.0,6,3,5,16,Image2,1.0,1.0,0.4404321020001589
519,9,53_1.jpg,53_2.jpg,53_3.jpg,0.105233366,0.830104046,0.066656103,0.014842261,0.075218247,-0.007443374,souffle,guitar,steak,food,musical instrument,Unclassified,0.060375986,0.72487068,im2,im2,left,left,53_2.jpg,53_3.jpg,right,right,1.0,IT,402,2,left,0.5034341860000495,Image2,1.0,0.0,1,behavior,339.9666723149994,345.98297610400004,350.0000261710002,1.0,4,3,5,16,Image2,1.0,0.0,0.5034341860000495
520,9,109_1.jpg,109_2.jpg,109_3.jpg,-0.010818825,0.103166905,-0.09988121900000001,-0.004369429,0.147873213,0.035266335,ski_lift,egg,cow,Unclassified,food,animal,0.15224264199999998,0.11398573,im2,im2,left,left,109_2.jpg,109_3.jpg,right,right,1.0,IT,402,1,left,0.3093899670002429,Image1,0.0,1.0,1,behavior,356.0163488469998,362.03328415299984,366.0496048979994,0.0,4,3,4,16,Image1,0.0,1.0,0.3093899670002429
521,9,193_1.jpg,193_2.jpg,193_3.jpg,-0.453132084,0.764324949,-0.436543096,0.022085037000000002,0.079002032,0.034802538,centrifuge,beehive,centrifuge,Unclassified,Unclassified,Unclassified,0.056916995,1.217457033,im2,im2,left,right,193_2.jpg,193_3.jpg,right,right,1.0,IT,402,2,right,0.4755318330007867,Image2,1.0,0.0,1,behavior,371.06635825600006,379.08289999599947,384.0998767199999,1.0,6,4,3,16,Image2,1.0,0.0,0.4755318330007867
522,9,140_1.jpg,140_2.jpg,140_3.jpg,0.08590976199999999,0.692035817,0.128634621,0.05495973,0.072269083,0.023849008999999997,calamari,toucan,arugula,Unclassified,animal,plant,0.017309353,0.606126055,im2,im2,left,right,140_2.jpg,140_3.jpg,right,right,1.0,IT,402,2,right,,missed,,,1,behavior,388.11629618000006,396.1332630050001,402.13327318200027,,6,5,4,16,Image2,1.0,0.0,1.1694345919995612
523,9,236_1.jpg,236_2.jpg,236_3.jpg,-0.197335796,0.29131761100000003,-0.073125534,0.15448162599999998,0.05123657,0.08051971,duct_tape,speedboat,banner,Unclassified,vehicle,Unclassified,-0.103245056,0.48865340700000004,im2,im1,left,left,236_2.jpg,236_3.jpg,right,left,1.0,IT,402,1,left,0.3519348890004039,Image1,0.0,1.0,1,behavior,407.1498537810003,411.16637281099975,419.1833502700001,0.0,2,7,3,16,Image1,0.0,1.0,0.3519348890004039
524,9,213_1.jpg,213_2.jpg,213_3.jpg,-0.138206876,0.110153166,0.311953766,0.07833514700000001,0.022114462,0.036186843999999996,meerkat,coleslaw,arm,animal,food,body part,-0.056220684999999986,0.248360042,im2,im1,left,right,213_2.jpg,213_3.jpg,right,left,1.0,IT,402,2,right,0.3652987019995635,Image2,1.0,0.0,1,behavior,423.1996254830001,428.21637617800025,435.23293817099966,1.0,3,6,2,16,Image2,1.0,0.0,0.3652987019995635
525,10,131_1.jpg,131_2.jpg,131_3.jpg,-0.081453463,0.412513552,0.127352895,0.069299103,0.043339792,0.032875428,cantaloupe,backpack,gingerbread_man,fruit,container,Unclassified,-0.025959311000000002,0.493967015,im2,im1,right,right,131_3.jpg,131_2.jpg,left,right,1.0,IT,402,1,right,,missed,,,1,behavior,1.0166019100006451,6.0331151070004125,10.033126220000668,,3,3,3,4,Image2,1.0,1.0,1.0639645580004071
526,10,38_1.jpg,38_2.jpg,38_3.jpg,0.046785759,0.540086239,-0.027910155,0.179517135,0.043276037,0.054814355,horse,beaver,hula_hoop,animal,animal,Unclassified,-0.136241098,0.49330048,im2,im1,right,left,38_3.jpg,38_2.jpg,left,right,1.0,IT,402,2,left,0.3754260430005161,Image1,0.0,0.0,1,behavior,14.04982068100071,19.066112241000155,23.082526858000165,0.0,3,3,6,4,Image1,0.0,0.0,0.3754260430005161
527,10,141_1.jpg,141_2.jpg,141_3.jpg,-0.266807583,0.35179442899999996,-0.121985623,0.039953743,0.067509398,0.037478727999999996,tripod,sea_urchin,cooker,Unclassified,animal,Unclassified,0.027555655,0.618602012,im2,im2,left,left,141_2.jpg,141_3.jpg,right,right,1.0,IT,402,2,left,0.34126152800035925,Image2,1.0,0.0,1,behavior,30.1004784680008,38.11672546600039,44.1504216910007,1.0,6,5,4,4,Image2,1.0,0.0,0.34126152800035925
528,10,206_1.jpg,206_2.jpg,206_3.jpg,0.35625788799999997,0.47332997299999996,0.246962638,0.120716843,0.015537595,0.00043573900000000004,sugar_cube,volleyball,needle,Unclassified,Unclassified,Unclassified,-0.105179248,0.117072085,im2,im1,left,left,206_2.jpg,206_3.jpg,right,left,1.0,IT,402,,left,,missed,,,1,behavior,49.16633919300057,58.18294691400024,62.18295487400064,,7,3,4,4,missed,,,
529,10,99_1.jpg,99_2.jpg,99_3.jpg,-0.272876826,0.944867762,-0.259495884,0.038639274,0.19167748,0.06528236700000001,mast,stew,mast,Unclassified,food,Unclassified,0.153038206,1.217744588,im2,im2,left,left,99_2.jpg,99_3.jpg,right,right,1.0,IT,402,1,left,0.40197577200069645,Image1,0.0,1.0,1,behavior,67.20018517100016,75.21640299499995,78.23367667900038,0.0,6,2,3,4,Image1,0.0,1.0,0.40197577200069645
530,10,270_1.jpg,270_2.jpg,270_3.jpg,-0.247161778,0.719672833,-0.17173517100000002,0.058281556,0.03986393,0.069727892,gumball,humvee,lemonade,food,vehicle,food,-0.018417626,0.966834611,im2,im1,right,right,270_3.jpg,270_2.jpg,left,right,1.0,IT,402,2,right,0.2717686669993782,Image1,0.0,0.0,1,behavior,82.2495852130005,90.26654977600083,94.28260286900058,0.0,6,3,9,4,Image1,0.0,0.0,0.2717686669993782
531,10,78_1.jpg,78_2.jpg,78_3.jpg,-0.236791495,0.7460574000000001,-0.272962823,0.1218847,-0.021536332000000002,-0.021482612,ravioli,minivan,zucchini,Unclassified,container,vegetable,-0.143421032,0.982848895,im2,im1,left,right,78_2.jpg,78_3.jpg,right,left,1.0,IT,402,2,right,0.6693953520007199,Image2,1.0,0.0,1,behavior,104.29967709200082,110.31681044600009,114.33311200900062,1.0,4,3,5,4,Image2,1.0,0.0,0.6693953520007199
532,10,159_1.jpg,159_2.jpg,159_3.jpg,-0.065405304,0.668880629,-0.019457609,-0.003596128,0.15060363300000001,0.036593739,backpack,wasp,sweatsuit,container,animal,clothing,0.154199761,0.734285933,im2,im2,left,left,159_2.jpg,159_3.jpg,right,right,1.0,IT,402,1,left,0.37124274800044077,Image1,0.0,1.0,1,behavior,120.34990021500016,124.3664866070003,129.38264309700025,0.0,2,4,5,4,Image1,0.0,1.0,0.37124274800044077
